Queens Rolling Sales File.  All Sales From February 2016 - January 2017.,,,,,,,,,,,,,,,,,,,,
Sales File as of 2/13/2017  Co-op Sales Files as of 2/11/2017,,,,,,,,,,,,,,,,,,,,
Neighborhood Names and Descriptive Data as of 5/26/2016,,,,,,,,,,,,,,,,,,,,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16025,23, ,B1,65-01 BAYFIELD AVENUE, ,11692, 2 , -   , 2 ," 4,000 "," 2,500 ",2007,1,B1," $260,000 ",5/9/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16027,12, ,B2,626 BEACH 67 STREET, ,11692, 2 , -   , 2 ," 3,000 "," 1,800 ",2003,1,B2," $445,000 ",5/17/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16028,19, ,B2,638 BEACH 68TH STREET, ,11692, 2 , -   , 2 ," 3,300 "," 1,980 ",2004,1,B2," $330,000 ",4/21/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16030,43, ,B2,557 BEACH 63RD ST, ,11692, 2 , -   , 2 ," 3,164 "," 1,978 ",2002,1,B2," $350,000 ",10/31/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16030,79, ,B2,505 BEACH 63 STREET, ,11692, 2 , -   , 2 ," 3,164 "," 1,978 ",2000,1,B2," $214,500 ",2/25/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16032,12, ,B3,526 BEACH 66 STREET, ,11692, 2 , -   , 2 ," 6,000 "," 1,400 ",1945,1,B3, $-   ,3/12/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16032,17, ,B2,536 BEACH 66, ,11692, 2 , -   , 2 ," 4,000 "," 2,081 ",1950,1,B2," $394,000 ",11/1/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16032,21, ,B2,544 BEACH 66TH STREET, ,11692, 2 , -   , 2 ," 4,000 "," 2,081 ",1950,1,B2," $110,000 ",10/26/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16033,34, ,B2,66-11 ALMEDA AVENUE, ,11692, 2 , -   , 2 ," 4,000 "," 1,508 ",1930,1,B2, $-   ,4/14/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16033,47, ,B2,549 BEACH 66 STREET, ,11692, 2 , -   , 2 ," 3,000 "," 1,738 ",2003,1,B2," $470,000 ",7/27/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16033,73, ,B2,66-10 THURSBY AVE, ,11692, 2 , -   , 2 ," 2,500 "," 1,530 ",1930,1,B2, $-   ,12/9/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16034,61, ,B1,523 BEACH 67 STREET, ,11692, 2 , -   , 2 ," 4,000 "," 2,400 ",2002,1,B1," $425,000 ",2/12/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16035,57, ,B1,5-59 BEACH 68 STREET, ,11692, 2 , -   , 2 ," 4,000 "," 2,400 ",2000,1,B1," $420,000 ",2/26/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16037,28, ,B9,446 BEACH 64 STREET, ,11692, 2 , -   , 2 ," 2,550 "," 2,016 ",1940,1,B9, $-   ,11/1/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16037,53, ,B9,4-37 BEACH 63RD STREET, ,11692, 2 , -   , 2 ," 2,550 "," 1,932 ",1940,1,B9," $170,000 ",8/25/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16037,53, ,B9,4-37 BEACH 63 STREET, ,11692, 2 , -   , 2 ," 2,550 "," 1,932 ",1940,1,B9," $125,000 ",8/25/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16037,71, ,B9,63-06 BEACH CHANNEL DRIVE, ,11692, 2 , -   , 2 ," 3,400 "," 1,848 ",1940,1,B9," $320,000 ",3/31/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16037,72, ,B3,63-08 BEACH CHANNEL DRIVE, ,11692, 2 , -   , 2 ," 2,433 "," 1,760 ",1940,1,B3," $400,000 ",2/29/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16042,69, ,B2,68-10 BEACH CHANNEL DRIVE, ,11692, 2 , -   , 2 ," 2,669 "," 1,785 ",2006,1,B2, $10 ,6/4/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16045,12, ,B9,69-41 BAYFIELD AVENUE, ,11692, 2 , -   , 2 ," 3,000 "," 1,386 ",1950,1,B9, $-   ,9/20/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16045,58, ,B9,69-42 DE COSTA AVENUE, ,11692, 2 , -   , 2 ," 2,717 "," 1,386 ",1950,1,B9," $252,000 ",12/16/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16045,58, ,B9,69-42 DE COSTA AVENUE, ,11692, 2 , -   , 2 ," 2,717 "," 1,386 ",1950,1,B9, $100 ,7/16/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16046,15, ,B9,69-47 DE COSTA AVENUE, ,11692, 2 , -   , 2 ," 2,717 "," 2,378 ",1940,1,B9," $293,910 ",4/4/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16046,17, ,B9,69-43 DE COSTA AVENUE, ,11692, 2 , -   , 2 ," 2,717 "," 2,378 ",1940,1,B9," $114,500 ",7/20/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16046,18, ,B9,69-41 DECOSTA AVENUE, ,11692, 2 , -   , 2 ," 2,717 "," 2,778 ",1940,1,B9," $230,000 ",3/18/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16046,43, ,B9,637 BEACH 69TH STREET, ,11692, 2 , -   , 2 ," 2,675 "," 2,778 ",1940,1,B9," $180,000 ",6/29/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16046,43, ,B9,637 BEACH 69TH STREET, ,11692, 2 , -   , 2 ," 2,675 "," 2,778 ",1940,1,B9," $470,000 ",12/30/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16046,64, ,B9,69-44 HILLMEYER AVENUE, ,11692, 2 , -   , 2 ," 3,750 "," 2,057 ",1940,1,B9," $415,000 ",12/28/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16047,35, ,B9,601 BEACH 69 STREET, ,11692, 2 , -   , 2 ," 3,750 "," 1,365 ",1940,1,B9," $429,000 ",3/15/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16047,39, ,B3,69-18 ALMEDA AVENUE, ,11692, 2 , -   , 2 ," 2,000 "," 2,048 ",1920,1,B3," $211,114 ",11/16/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16047,39, ,B3,69-18 ALMEDA AVENUE, ,11692, 2 , -   , 2 ," 2,000 "," 2,048 ",1920,1,B3," $267,700 ",5/9/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16047,49, ,B2,69-38 ALMEDA AVE, ,11692, 2 , -   , 2 ," 2,000 "," 1,920 ",1920,1,B2," $347,000 ",7/18/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16047,49, ,B2,6938 ALMEDA AVE, ,11692, 2 , -   , 2 ," 2,000 "," 1,920 ",1920,1,B2," $200,000 ",3/9/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16047,50, ,B2,69-40 ALMEDA AVENUE, ,11692, 2 , -   , 2 ," 2,000 "," 1,720 ",1920,1,B2," $190,000 ",9/23/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16047,57, ,B2,69-54 ALMEDA AVENUE, ,11692, 2 , -   , 2 ," 2,000 "," 1,920 ",1920,1,B2," $100,000 ",6/28/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16050,28, ,B1,519 BEACH 69 STREET, ,11692, 2 , -   , 2 ," 2,800 "," 1,494 ",2005,1,B1, $-   ,3/24/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16051,7, ,B9,69-39 THURSBY AVENUE, ,11692, 2 , -   , 2 ," 3,000 "," 2,068 ",1950,1,B9," $435,000 ",7/18/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16051,57, ,B3,452 BEACH 72 STREET, ,11692, 2 , -   , 2 ," 4,000 "," 2,650 ",1950,1,B3, $-   ,5/20/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16051,59, ,B9,456 BEACH 72 STREET, ,11692, 2 , -   , 2 ," 3,000 "," 2,068 ",1950,1,B9," $320,000 ",6/1/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16052,18, ,B2,69-23 HESSLER AVENUE, ,11692, 2 , -   , 2 ," 3,000 "," 1,925 ",1920,1,B2," $209,430 ",9/7/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16052,56, ,B2,6940 GOUVERNEUR AVENUE, ,11692, 2 , -   , 2 ," 2,000 "," 1,096 ",1930,1,B2," $375,000 ",6/27/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16052,60, ,B2,430 BEACH 72 STREET, ,11692, 2 , -   , 2 ," 3,000 "," 2,000 ",2004,1,B2," $165,000 ",3/31/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16052,60, ,B2,430 BEACH 72 STREET, ,11692, 2 , -   , 2 ," 3,000 "," 2,000 ",2004,1,B2, $-   ,3/25/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16053,8, ,B2,69-47 GOUVERNEUR AVENUE, ,11692, 2 , -   , 2 ," 3,500 "," 2,000 ",2004,1,B2," $280,000 ",8/1/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16053,35, ,B2,69-04 BEACH CHANNEL DRIVE, ,11692, 2 , -   , 2 ," 2,800 "," 1,852 ",2006,1,B2," $2,000 ",12/19/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16058,18, ,B2,72-18 ALMEDA AVENUE, ,11692, 2 , -   , 2 ," 3,000 "," 2,001 ",1997,1,B2, $-   ,2/2/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16058,35, ,B2,72-52 ALMEDA AVENUE, ,11692, 2 , -   , 2 ," 3,000 "," 2,001 ",1999,1,B2," $250,000 ",10/31/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16058,35, ,B2,72-52 ALMEDA AVENUE, ,11692, 2 , -   , 2 ," 3,000 "," 2,001 ",1999,1,B2," $273,000 ",7/29/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16062,17, ,B2,617 BARBADOES DRIVE, ,11692, 2 , -   , 2 ," 4,000 "," 2,600 ",2009,1,B2, $-   ,12/30/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16062,19, ,B2,615 BARBADOES, ,11692, 2 , -   , 2 ," 4,000 "," 2,600 ",2009,1,B2, $-   ,12/30/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16062,20, ,B2,611 BARBADOES, ,11692, 2 , -   , 2 ," 4,000 "," 2,600 ",2009,1,B2, $-   ,12/30/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16062,23, ,B2,607 BARBADOES, ,11692, 2 , -   , 2 ," 4,000 "," 2,600 ",2009,1,B2, $-   ,12/30/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16062,25, ,B2,603 BARBADOES, ,11692, 2 , -   , 2 ," 4,000 "," 2,600 ",2009,1,B2," $618,150 ",12/30/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16064,1, ,B2,568 BARBADOES DRIVE, ,11692, 2 , -   , 2 ," 4,000 "," 2,400 ",2004,1,B2," $215,000 ",2/3/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16064,46, ,B3,72-30 BURCHELL AVENUE, ,11692, 2 , -   , 2 ," 3,000 "," 1,680 ",1930,1,B3," $75,000 ",10/21/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16066,26, ,B3,72-11 ELIZABETH AVENUE, ,11692, 2 , -   , 2 ," 3,000 "," 1,068 ",1930,1,B3," $335,000 ",9/28/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16066,26, ,B3,72-11 ELIZABETH AVENUE, ,11692, 2 , -   , 2 ," 3,000 "," 1,068 ",1930,1,B3," $137,500 ",5/24/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16081,89, ,B1,310 BEACH 70 STREET, ,11692, 2 , -   , 2 ," 2,458 "," 1,976 ",2005,1,B1," $371,124 ",12/22/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16081,89, ,B1,310 BEACH 70 STREET, ,11692, 2 , -   , 2 ," 2,458 "," 1,976 ",2005,1,B1," $328,133 ",7/5/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16081,106, ,B1,338 BEACH 70 STREET, ,11692, 2 , -   , 2 ," 2,760 "," 2,648 ",1920,1,B1," $349,000 ",8/8/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16083,27, ,B1,319 BEACH 70 STREET, ,11692, 2 , -   , 2 ," 5,700 "," 2,600 ",1920,1,B1," $398,320 ",2/26/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16083,34, ,B1,305 BEACH 70 STREET, ,11692, 2 , -   , 2 ," 2,850 "," 3,900 ",1920,1,B1, $-   ,3/28/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16089,16, ,B2,248 BEACH BREEZE PL, ,11692, 2 , -   , 2 ," 2,135 "," 2,905 ",2004,1,B2, $-   ,2/9/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16089,33, ,B2,205 AQUATIC PLACE, ,11692, 2 , -   , 2 ," 2,483 "," 2,905 ",2004,1,B2," $680,000 ",12/30/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16089,39, ,B2,208 BEACH BREEZE PLACE, ,11692, 2 , -   , 2 ," 2,135 "," 2,905 ",2004,1,B2," $670,000 ",11/3/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16090,29, ,B2,251 BEACH BREEZE PLACE, ,11692, 2 , -   , 2 ," 2,682 "," 3,681 ",2004,1,B2," $170,000 ",4/11/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16090,70, ,B2,210 BEACH BREEZE LANE, ,11692, 2 , -   , 2 ," 1,964 "," 2,905 ",2004,1,B2," $604,700 ",8/31/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16090,78, ,B2,248 BEACH BREEZE LANE, ,11692, 2 , -   , 2 ," 1,964 "," 2,905 ",2004,1,B2," $605,000 ",10/26/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16092,13, ,B2,7018 SANDY DUNE WAY, ,11692, 2 , -   , 2 ," 3,048 "," 2,881 ",2007,1,B2, $-   ,9/20/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16092,20, ,B2,142 MERIDIAN BLVD, ,11692, 2 , -   , 2 ," 2,207 "," 2,220 ",2007,1,B2," $655,000 ",12/19/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16092,30, ,B2,6917 CATAMARAN WAY, ,11692, 2 , -   , 2 ," 3,660 "," 2,218 ",2007,1,B2," $730,000 ",6/27/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16092,117, ,B2,7210 SANDY DUNE WAY, ,11692, 2 , -   , 2 ," 3,218 "," 2,947 ",2007,1,B2," $568,000 ",4/5/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16092,119, ,B2,72-14 SANDY DUNE WAY, ,11692, 2 , -   , 2 ," 3,684 "," 2,920 ",2007,1,B2," $700,000 ",9/27/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16092,120, ,B2,7218 SANDY DUNE WAY, ,11692, 2 , -   , 2 ," 3,684 "," 2,924 ",2007,1,B2, $-   ,7/14/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16096,4, ,B2,188 BEACH 74TH STREET, ,11692, 2 , -   , 2 ," 2,756 "," 2,238 ",2006,1,B2," $615,000 ",9/12/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16096,8, ,B2,178 BEACH 74 ST, ,11692, 2 , -   , 2 ," 2,193 "," 2,905 ",2006,1,B2," $255,000 ",2/13/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16096,32, ,B2,153 BEACH 73 STREET, ,11692, 2 , -   , 2 ," 2,969 "," 2,420 ",2003,1,B2, $-   ,3/14/2016
4,ARVERNE,02 TWO FAMILY DWELLINGS                    ,1,16096,46, ,B2,179 BEACH 73RD STREET, ,11692, 2 , -   , 2 ," 2,881 "," 2,238 ",2006,1,B2," $610,000 ",4/26/2016
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,15913,63, ,C0,348 BEACH 67 STREET, ,11692, 3 , -   , 3 ," 3,500 "," 2,161 ",1905,1,C0," $202,000 ",9/1/2016
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,15913,63, ,C0,348 BEACH 67 STREET, ,11692, 3 , -   , 3 ," 3,500 "," 2,161 ",1905,1,C0, $-   ,7/6/2016
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,15916,24, ,C0,314 BEACH 69 STREET, ,11692, 3 , -   , 3 ," 5,600 "," 2,500 ",1932,1,C0," $350,000 ",5/26/2016
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,16036,8, ,C0,516 BEACH 69 STREET, ,11692, 3 , -   , 3 ," 5,000 "," 1,548 ",1910,1,C0," $480,000 ",5/17/2016
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,16040,54, ,C0,435 BEACH 66TH STREET, ,11692, 3 , -   , 3 ," 4,000 "," 3,182 ",1920,1,C0," $282,450 ",12/6/2016
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,16040,54, ,C0,435 BEACH 66 STREET, ,11692, 3 , -   , 3 ," 4,000 "," 3,182 ",1920,1,C0," $823,647 ",8/5/2016
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,16049,16, ,C0,69-21 BURCHELL AVENUE, ,11692, 3 , -   , 3 ," 4,000 "," 3,000 ",1925,1,C0," $204,250 ",7/20/2016
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,16049,60, ,C0,536 BEACH 72 STREET, ,11692, 3 , -   , 3 ," 4,000 "," 2,086 ",1920,1,C0," $460,000 ",6/23/2016
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,16052,1, ,C0,436 BEACH 72ND, ,11692, 3 , -   , 3 ," 5,000 "," 2,865 ",1920,1,C0, $-   ,3/14/2016
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,16052,31, ,C0,435 BEACH 69 STREET, ,11692, 3 , -   , 3 ," 4,000 "," 2,918 ",1920,1,C0, $-   ,4/9/2016
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,16064,41, ,C0,72-22 BURCHELL AVENUE, ,11692, 3 , -   , 3 ," 3,000 "," 2,648 ",1915,1,C0," $190,000 ",9/9/2016
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,16081,104, ,C0,336 BEACH 70 STREET, ,11692, 3 , -   , 3 ," 3,680 "," 3,375 ",2005,1,C0," $160,000 ",8/22/2016
4,ARVERNE,03 THREE FAMILY DWELLINGS                  ,1,16083,22, ,C0,329 BEACH 70 STREET, ,11692, 3 , -   , 3 ," 2,660 "," 3,300 ",2005,1,C0," $425,000 ",7/25/2016
4,ARVERNE,04 TAX CLASS 1 CONDOS                      ,1A,15933,1001, ,R3,158 BEACH 62ND STREET,51,11692, 1 , -   , 1 , -   , -   ,2007,1,R3," $337,200 ",3/29/2016
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,15839,26, ,V0,47-15 BEACH CHANNEL DRIVE, ,11691, -   , -   , -   ," 8,559 ", -   ,0,1,V0," $170,000 ",6/14/2016
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,15839,26, ,V0,47-15 BEACH CHANNEL DRIVE, ,11691, -   , -   , -   ," 8,559 ", -   ,0,1,V0," $30,000 ",3/17/2016
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,15913,76, ,V0,BEACH 66 STREET, ,0, -   , -   , -   ," 4,000 ", -   ,0,1,V0," $148,000 ",4/25/2016
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,15967,7, ,V0,414 BEACH 45 STREET, ,11691, -   , -   , -   ," 2,394 ", -   ,0,1,V0," $10,000 ",11/18/2016
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,16015,50, ,V0,465 BEACH 62ND STREET, ,11691, -   , -   , -   ," 36,000 ", -   ,0,1,V0," $940,000 ",6/7/2016
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,16028,60, ,V0,BEACH 67 STREET, ,0, -   , -   , -   ," 4,000 ", -   ,0,1,V0," $100,000 ",9/27/2016
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,16029,4, ,V0,ALMEDA AVENUE, ,0, -   , -   , -   ," 4,200 ", -   ,0,1,V0," $30,000 ",7/8/2016
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,16035,40, ,V0,550 BEACH 69 STREET, ,11692, -   , -   , -   ," 4,000 ", -   ,0,1,V0," $142,000 ",3/2/2016
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,16053,51, ,V0,AMSTEL BOULEVARD, ,11692, -   , -   , -   ," 4,000 ", -   ,0,1,V0," $114,679 ",8/19/2016
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,16053,51, ,V0,AMSTEL BOULEVARD, ,11692, -   , -   , -   ," 4,000 ", -   ,0,1,V0," $1,000 ",8/19/2016
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,16064,36, ,V0,72-16 BURCHELL AVENUE, ,11692, -   , -   , -   ," 10,000 ", -   ,0,1,V0," $200,000 ",7/27/2016
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,16064,36, ,V0,BURCHELL AVENUE, ,11692, -   , -   , -   ," 10,000 ", -   ,0,1,V0," $295,000 ",11/28/2016
4,ARVERNE,05 TAX CLASS 1 VACANT LAND                 ,1B,16066,45, ,V0,72-28 THURSBY AVENUE, ,0, -   , -   , -   ," 5,500 ", -   ,0,1,V0," $60,000 ",2/29/2016
4,ARVERNE,07 RENTALS - WALKUP APARTMENTS             ,2A,15931,32, ,C3,140 BEACH 60 STREET, ,11692, 4 , -   , 4 ," 5,700 "," 8,400 ",1920,2,C3," $877,000 ",5/10/2016
4,ARVERNE,22 STORE BUILDINGS                         ,4,15913,70, ,K7,66-03 BEACH CHANNEL DRIVE, ,11692, -   , 1 , 1 ," 7,019 "," 2,260 ",1930,4,K7," $900,000 ",4/7/2016
4,ARVERNE,22 STORE BUILDINGS                         ,4,15913,70, ,K7,66-03 BEACH CHANNEL DRIVE, ,11692, -   , 1 , 1 ," 7,019 "," 2,260 ",1930,4,K7, $-   ,2/12/2016
4,ARVERNE,22 STORE BUILDINGS                         ,4,16040,72, ,K1,66-08 BEACH CHANNEL DRIVE, ,11692, -   , 1 , 1 ," 2,000 ", 560 ,1931,4,K1, $10 ,12/14/2016
4,ARVERNE,27 FACTORIES                               ,4,15857,1, ,F9,51-17 ROCKAWAY BEACH BLVD, ,11691, -   , 1 , 1 ," 17,774 "," 13,000 ",1931,4,F9," $650,000 ",6/9/2016
4,ARVERNE,27 FACTORIES                               ,4,16070,1, ,F1,73-02 AMSTEL BOULEVARD, ,11692, -   , 1 , 1 ," 41,700 "," 5,700 ",1963,4,F1, $-   ,5/30/2016
4,ARVERNE,29 COMMERCIAL GARAGES                      ,4,15842,1, ,G7,ROCKAWAY BEACH BLVD, ,0, -   , -   , -   ," 71,721 ", -   ,0,4,G7," $19,000,000 ",5/5/2016
4,ARVERNE,29 COMMERCIAL GARAGES                      ,4,16070,39, ,G7,N/A AMSTEL BOULEVARD, ,11692, -   , -   , -   ," 4,000 ", -   ,0,4,G7, $-   ,5/30/2016
4,ARVERNE,31 COMMERCIAL VACANT LAND                  ,4,15913,67, ,V1,N/A BEACH CHANNEL DRIVE, ,11692, -   , -   , -   ," 5,242 ", -   ,0,4,V1, $-   ,4/7/2016
4,ARVERNE,31 COMMERCIAL VACANT LAND                  ,4,15913,67, ,V1,BEACH CHANNEL DRIVE, ,11692, -   , -   , -   ," 5,242 ", -   ,0,4,V1," $450,000 ",2/12/2016
4,ARVERNE,31 COMMERCIAL VACANT LAND                  ,4,15971,5, ,V1,48-06 NORTON AVENUE, ,11691, -   , -   , -   ," 8,919 ", -   ,0,4,V1," $215,000 ",3/4/2016
4,ARVERNE,31 COMMERCIAL VACANT LAND                  ,4,16070,500, ,V1,N/A AMSTEL BOULEVARD, ,11692, -   , -   , -   ," 1,795 ", -   ,0,4,V1, $-   ,5/30/2016
4,ARVERNE,32 HOSPITAL AND HEALTH FACILITIES          ,4,15843,1, ,I1,51-15 ROCKAWAY BEACH BLVD, ,11691, -   , 1 , 1 ," 309,500 "," 124,800 ",1962,4,I1, $-   ,5/5/2016
4,ARVERNE,32 HOSPITAL AND HEALTH FACILITIES          ,4,15890,42, ,I6,350 BEACH 54 STREET, ,11691, -   , 1 , 1 ," 44,000 "," 67,161 ",1973,4,I6, $-   ,9/29/2016
4,ARVERNE,32 HOSPITAL AND HEALTH FACILITIES          ,4,16015,1, ,I9,62-00 BEACH CHANNEL DRIVE, ,11692, -   , 2 , 2 ," 54,000 "," 22,485 ",2004,4,I9," $533,000 ",8/3/2016
4,ARVERNE,32 HOSPITAL AND HEALTH FACILITIES          ,4,16015,1, ,I9,62-00 BEACH CHANNEL DRIVE, ,11692, -   , 2 , 2 ," 54,000 "," 22,485 ",2004,4,I9, $1 ,8/3/2016
4,ARVERNE,32 HOSPITAL AND HEALTH FACILITIES          ,4,16015,1, ,I9,62-00 BEACH CHANNEL DRIVE, ,11692, -   , 2 , 2 ," 54,000 "," 22,485 ",2004,4,I9, $1 ,8/3/2016
4,ARVERNE,36 OUTDOOR RECREATIONAL FACILITIES         ,4,16063,21, ,Q8,BARBADOES DRIVE, ,0, -   , -   , -   ," 2,000 ", -   ,0,4,Q8," $35,000 ",5/25/2016
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,507,22, ,A1,11-03 WELLING COURT, ,11102, 1 , -   , 1 ," 2,160 "," 1,392 ",1920,1,A1," $1,200,000 ",7/25/2016
4,ASTORIA,01 ONE FAMILY DWELLINGS                    ,1,535,134, ,A9,14-22 30TH   ROAD, ,11102, 1 , -   , 1 ," 2,560 "," 1,800 ",1905,1,A9," $910,000 ",8/30/2016
